8.29481607065440094E-004 0
1.16680280447258120E-003 0
1.41652327930979691E-003 0
1.61605583383131121E-003 0
1.77974933745723095E-003 0
1.91513930741561483E-003 0
2.02702263735201260E-003 0
2.11889247684275174E-003 0
2.19353376202159004E-003 0
2.25329281848078147E-003 0
2.30020585451125217E-003 0
2.33606333012021652E-003 0
2.36244513148594140E-003 0
2.38074297170032083E-003 0
2.39217765197329100E-003 0
2.39781450504249379E-003 0
2.39857824315899701E-003 0
2.39526746663209535E-003 0
2.38856870138908980E-003 0
2.37906973056235555E-003 0
2.36727200848313099E-003 0
2.35360201407379442E-003 0
2.33842147485493384E-003 0
2.32203645573290582E-003 0
2.30470535328708773E-003 0
2.28664586690252927E-003 0
2.26804103550321164E-003 0
2.24904443607673588E-003 0
2.22978464063342940E-003 0
2.21036902415774070E-003 0
2.19088700934415249E-003 0
2.17141282579525570E-003 0
2.15200785280303484E-003 0
2.13272260642038318E-003 0
2.11359842360905143E-003 0
2.09466888901066201E-003 0
2.07596104340775642E-003 0
2.05749640723112883E-003 0
2.03929184749441095E-003 0
2.02136031224028033E-003 0
2.00371145289699381E-003 0
1.98635215179859869E-003 0
1.96928696944847874E-003 0
1.95251852383984486E-003 0
1.93604781223050203E-003 0
1.91987448415125469E-003 0
1.90399707306276259E-003 0
1.88841319292555533E-003 0
1.87311970497896487E-003 0
1.85811285920839701E-003 0
1.84338841429256169E-003 0
1.82894173924253605E-003 0
1.81476789945565612E-003 0
1.80086172949472803E-003 0
1.78721789455472437E-003 0
1.77383094228479262E-003 0
1.76069534638444310E-003 0
1.74780554318205040E-003 0
1.73515596222522457E-003 0
1.72274105176116205E-003 0
1.71055529985650540E-003 0
1.69859325179698038E-003 0
1.68684952431412882E-003 0
1.67531881710731396E-003 0
1.66399592206172594E-003 0
1.65287573050556819E-003 0
1.64195323880046186E-003 0
1.63122355251712038E-003 0
1.62068188941240083E-003 0
1.61032358139309674E-003 0
1.60014407562546679E-003 0
1.59013893492689767E-003 0
1.58030383755670316E-003 0
1.57063457650640425E-003 0
1.56112705837551584E-003 0
1.55177730190657402E-003 0
1.54258143624253679E-003 0
1.53353569896058379E-003 0
1.52463643392849991E-003 0
1.51588008902306479E-003 0
1.50726321374405328E-003 0
1.49878245675242748E-003 0
1.49043456335699138E-003 0
1.48221637297003871E-003 0
1.47412481654932365E-003 0
1.46615691404091818E-003 0
1.45830977183512801E-003 0
1.45058058024560431E-003 0
1.44296661102000733E-003 0
1.43546521488907130E-003 0
1.42807381915961945E-003 0
1.42078992535594638E-003 0
1.41361110691304564E-003 0
1.40653500692432699E-003 0
1.39955933594577498E-003 0
1.39268186985791118E-003 0
1.38590044778639523E-003 0
1.37921297008170582E-003 0
1.37261739635794692E-003 0
1.36611174359054627E-003 0
0 8.29481607065440094E-004
0 1.16680280447258120E-003
0 1.41652327930979691E-003
0 1.61605583383131121E-003
0 1.77974933745723095E-003
0 1.91513930741561483E-003
0 2.02702263735201260E-003
0 2.11889247684275174E-003
0 2.19353376202159004E-003
0 2.25329281848078147E-003
0 2.30020585451125217E-003
0 2.33606333012021652E-003
0 2.36244513148594140E-003
0 2.38074297170032083E-003
0 2.39217765197329100E-003
0 2.39781450504249379E-003
0 2.39857824315899701E-003
0 2.39526746663209535E-003
0 2.38856870138908980E-003
0 2.37906973056235555E-003
0 2.36727200848313099E-003
0 2.35360201407379442E-003
0 2.33842147485493384E-003
0 2.32203645573290582E-003
0 2.30470535328708773E-003
0 2.28664586690252927E-003
0 2.26804103550321164E-003
0 2.24904443607673588E-003
0 2.22978464063342940E-003
0 2.21036902415774070E-003
0 2.19088700934415249E-003
0 2.17141282579525570E-003
0 2.15200785280303484E-003
0 2.13272260642038318E-003
0 2.11359842360905143E-003
0 2.09466888901066201E-003
0 2.07596104340775642E-003
0 2.05749640723112883E-003
0 2.03929184749441095E-003
0 2.02136031224028033E-003
0 2.00371145289699381E-003
0 1.98635215179859869E-003
0 1.96928696944847874E-003
0 1.95251852383984486E-003
0 1.93604781223050203E-003
0 1.91987448415125469E-003
0 1.90399707306276259E-003
0 1.88841319292555533E-003
0 1.87311970497896487E-003
0 1.85811285920839701E-003
0 1.84338841429256169E-003
0 1.82894173924253605E-003
0 1.81476789945565612E-003
0 1.80086172949472803E-003
0 1.78721789455472437E-003
0 1.77383094228479262E-003
0 1.76069534638444310E-003
0 1.74780554318205040E-003
0 1.73515596222522457E-003
0 1.72274105176116205E-003
0 1.71055529985650540E-003
0 1.69859325179698038E-003
0 1.68684952431412882E-003
0 1.67531881710731396E-003
0 1.66399592206172594E-003
0 1.65287573050556819E-003
0 1.64195323880046186E-003
0 1.63122355251712038E-003
0 1.62068188941240083E-003
0 1.61032358139309674E-003
0 1.60014407562546679E-003
0 1.59013893492689767E-003
0 1.58030383755670316E-003
0 1.57063457650640425E-003
0 1.56112705837551584E-003
0 1.55177730190657402E-003
0 1.54258143624253679E-003
0 1.53353569896058379E-003
0 1.52463643392849991E-003
0 1.51588008902306479E-003
0 1.50726321374405328E-003
0 1.49878245675242748E-003
0 1.49043456335699138E-003
0 1.48221637297003871E-003
0 1.47412481654932365E-003
0 1.46615691404091818E-003
0 1.45830977183512801E-003
0 1.45058058024560431E-003
0 1.44296661102000733E-003
0 1.43546521488907130E-003
0 1.42807381915961945E-003
0 1.42078992535594638E-003
0 1.41361110691304564E-003
0 1.40653500692432699E-003
0 1.39955933594577498E-003
0 1.39268186985791118E-003
0 1.38590044778639523E-003
0 1.37921297008170582E-003
0 1.37261739635794692E-003
0 1.36611174359054627E-003
