0.00115087  -0.00511726  -0.00603691  -0.00259922
0.00711746  -0.01043876  -0.00782829  -0.00884225
0.00538498  -0.00726175  -0.00803354  -0.00729972
0.01170402  -0.01135927  -0.01365816  -0.01262574
-0.00468934  -0.00286991  0.00205499  0.00331513
0.00725465  -0.00849550  -0.00891683  -0.00727644
0.00179256  -0.00099151  0.00453295  0.00821440
0.00482814  -0.00827464  -0.00733537  -0.00728735
0.00426939  -0.00803866  -0.00433203  -0.00468988
0.00083257  -0.00587401  -0.00713769  -0.00580279
0.00377092  -0.01727719  0.00623705  -0.00653274
0.00365912  -0.00719375  0.01231512  -0.02345142
0.00482107  -0.00503071  -0.00302615  -0.01278681
0.00339560  -0.00913309  -0.01262288  0.00465001
0.00811685  -0.03698043  0.00108636  0.00094634
0.00278489  -0.00377810  -0.00534207  -0.00406258
0.00357758  -0.00698425  -0.00539206  -0.00496239
0.00329041  -0.00728039  -0.00604781  -0.00450305
0.00265282  -0.00520012  -0.00512996  -0.00423966
0.00253534  -0.00642693  -0.00632360  -0.00303820
0.00111514  -0.00583077  -0.00508402  -0.00088508
0.00349713  -0.00761232  -0.00701925  -0.00537594
-0.00253478  -0.00239623  -0.00051502  0.00530206
0.00142570  -0.00471745  -0.00295304  -0.00235968
0.00367573  -0.00682940  -0.00485342  -0.00494720
0.04850581  -0.00786927  -0.00721743  -0.00576838
0.00295432  -0.00696984  -0.00424177  -0.00755451
0.00773880  -0.00796893  -0.00609955  -0.00697746
0.00553497  -0.00711194  -0.00591646  -0.00495438
0.00287947  -0.00700144  -0.00531521  -0.00436868
0.00318831  -0.00600012  -0.00596504  -0.00500916
-0.00416574  -0.02645819  0.00928867  0.01330779
0.00321608  -0.00226163  -0.01913491  0.00219303
0.00302924  -0.00891234  0.00316327  -0.01296202
0.00292506  -0.00896168  0.00658736  -0.01400084
0.00422866  -0.01862468  -0.01284055  0.00450874
0.00475911  -0.00869806  -0.00675241  -0.00471447
0.00199164  -0.00517724  -0.00368533  -0.00532701
0.00277942  -0.00657557  -0.00682833  -0.00387068
0.00227776  -0.00568591  -0.00472195  -0.00429026
-0.00525770  0.00450855  0.00524580  0.00817705
0.00336978  -0.00827483  -0.00616639  -0.00583218
-0.00224729  -0.02934007  -0.02823026  -0.02715995
0.00413673  -0.00674996  -0.00509715  -0.00513310
0.01153208  -0.00959611  -0.00879033  -0.00758211
-0.00077496  -0.00634923  -0.00575841  -0.00397570
0.00867866  -0.00831647  -0.00670519  -0.00661853
0.00488604  -0.00763901  -0.00611958  -0.00558322
0.00228993  -0.00653613  -0.00571712  -0.00416061
-0.00409807  -0.00556284  -0.00642867  -0.00231116
0.00488994  -0.00844149  -0.00750611  -0.00625308
0.00315905  -0.00755805  -0.00635425  -0.00632762
0.00320905  -0.00669312  -0.00548024  -0.00472776
0.00309458  -0.00751812  -0.00658384  -0.00493045
0.00400330  -0.00829686  -0.00650556  -0.00703571
0.00334693  -0.00761230  -0.00626619  -0.00598929
0.00342925  -0.00694448  -0.00559725  -0.00488828
0.00337640  -0.00675851  -0.00526380  -0.00517877
0.00316387  -0.00687711  -0.00551614  -0.00494557
0.00346397  -0.00691890  -0.00602294  -0.00621694
0.00358487  -0.00694931  -0.00639456  -0.00500502
0.00358169  -0.00735434  -0.00588820  -0.00530965
0.00381216  -0.00717558  -0.00594155  -0.00515268
0.00274573  -0.00775429  -0.00655067  -0.00589788
0.00428783  -0.00555792  -0.00431447  -0.00360281
0.00338728  -0.00725051  -0.00556154  -0.00531809
0.00577391  -0.00463415  -0.00364595  -0.00265087
0.00242383  -0.00599137  -0.00468673  -0.00398191
-0.01174753  -0.00875205  -0.00766662  -0.00620652
0.00399157  -0.00703945  -0.00571164  -0.00525119
0.00436549  -0.00719485  -0.00633193  -0.00477865
0.00268745  -0.00660335  -0.00490248  -0.00519509
0.00460219  -0.00746588  -0.00630041  -0.00477007
0.00350768  -0.00672547  -0.00557070  -0.00547571
0.00369199  -0.00709746  -0.00604993  -0.00442796
0.00568490  -0.00991466  -0.00640868  -0.00470420
0.00373943  -0.00734460  -0.00691975  -0.00442919
0.00351310  -0.00626757  -0.01062617  -0.00161813
0.00606879  -0.05099755  0.00886505  0.01869047
0.00284524  -0.00229958  -0.02791153  0.01273411
0.00479561  -0.00707064  -0.03292206  0.01991640
0.00339256  -0.00054684  -0.00025075  -0.01715312
0.00299765  -0.02796457  0.00721544  0.00239247
0.00570261  -0.00356491  -0.02758546  0.01095124
0.00406364  -0.00928819  -0.01391926  0.00399253
0.00194522  -0.00086610  -0.01361002  -0.00137980
0.00569875  -0.00617461  -0.00811509  -0.00797307
0.00142760  -0.00995422  -0.01291543  0.00869008
0.00251435  -0.00923674  0.00012251  -0.00772132
0.00206736  -0.00716170  -0.00146935  -0.00757669
0.00383507  -0.00705989  -0.00555667  -0.00673421
