0.00288911  -0.00758630  -0.00645064  -0.00465021
0.00232728  -0.00706015  -0.00637481  -0.00354460
0.00156040  -0.00648405  -0.00696941  -0.00423608
0.00268575  -0.00661710  -0.00460778  -0.00654037
0.00304976  -0.00643461  -0.00686664  -0.00467897
0.00208131  -0.00683054  -0.00800868  -0.00187665
0.00202031  -0.00769132  -0.00634410  -0.00212998
0.00250504  -0.00739626  -0.00447787  -0.00455048
0.00346519  0.00201477  0.00308088  0.00399870
0.00371984  -0.00689610  -0.00628224  -0.00546144
0.00337316  -0.00661540  -0.00536373  -0.00446052
0.00304579  -0.00688684  -0.00537240  -0.00452298
0.00263865  -0.00653113  -0.00569160  -0.00486345
0.00881860  -0.00419582  -0.00292103  -0.00247481
0.00494257  -0.00625548  -0.00504832  -0.00577819
0.00300171  -0.00830337  -0.00709185  -0.00655235
0.00184781  -0.00455084  -0.00729277  -0.00526604
0.00356639  -0.00707518  0.00754902  -0.01805407
0.00182532  -0.00550860  -0.00540914  -0.00542367
0.00369586  -0.00905831  -0.00641760  0.00089498
0.00338490  -0.00557486  -0.00005923  -0.01218245
0.00511133  -0.00484680  -0.00362996  -0.00911664
0.00676026  -0.02200715  0.00529036  0.00634405
0.00274287  -0.01050181  -0.00467649  -0.00337257
0.00219289  -0.00064199  -0.01074116  -0.00538405
0.00361336  -0.00730529  -0.00557105  -0.00495951
0.00341770  -0.00698711  -0.00556502  -0.00521188
0.00365309  -0.00738435  -0.00539552  -0.00519600
0.00377914  -0.00729246  -0.00566894  -0.00526620
0.00135838  -0.00671315  -0.00528272  -0.00484787
0.00203149  -0.00756754  -0.00622607  -0.00532774
0.00616654  0.00325641  0.00482227  0.00534232
0.00265241  -0.00700131  -0.00585384  -0.00479854
0.00284717  -0.00724119  -0.00594565  -0.00525905
0.00247821  -0.00749566  -0.00651476  -0.00577945
0.00350767  -0.00693412  -0.00553960  -0.00499451
0.00045800  -0.00777142  -0.00655131  -0.00581192
0.00632229  -0.00250872  -0.00082960  -0.00035146
0.00372770  -0.00688903  -0.00607271  -0.00454867
0.00195506  -0.00671086  -0.00522547  -0.00585217
0.00536915  -0.00665606  -0.00524012  -0.00248634
0.00342834  -0.00724268  -0.00541385  -0.00649723
0.00396181  -0.00740110  -0.00532735  -0.00699635
0.00329818  -0.00673627  -0.00595278  -0.00384617
0.00404091  -0.00691319  -0.00504189  -0.00414719
0.00158514  -0.00712548  -0.00600192  -0.00528316
0.00161204  -0.00688495  -0.00540256  -0.00492111
0.00183465  -0.00649978  -0.00513091  -0.00446796
0.00657214  -0.00655728  -0.00525451  -0.00467731
0.00306499  -0.00658876  -0.00552217  -0.00446447
0.00424081  -0.00684357  -0.00603748  -0.00736742
0.00259576  -0.00662176  -0.00548966  -0.00531211
0.00247597  -0.00698183  -0.00493419  -0.00392627
0.00365932  -0.00679798  -0.00733532  -0.00351697
-0.00008598  -0.01288344  -0.00765812  0.00577750
0.00215539  -0.00561828  -0.01029308  0.00091044
0.00508327  0.00094524  -0.01160706  -0.00682375
0.00251944  -0.01480552  0.00563975  -0.00819135
0.00342692  -0.00188785  -0.00111638  -0.01524088
-0.00089363  -0.00687171  -0.00540451  -0.00483213
0.00568126  -0.00644849  -0.00514045  -0.00448292
0.03960349  -0.00725090  -0.00581620  -0.00519594
0.00384724  -0.00701330  -0.00570436  -0.00498812
0.00332983  -0.00695155  -0.00558962  -0.00523002
-0.00196234  -0.00647772  -0.00620689  -0.00593723
0.00319277  -0.00634919  -0.00574582  -0.00511107
0.00310915  -0.00684363  -0.00541462  -0.00537392
0.00261852  -0.00650513  -0.00422544  -0.00273516
0.00375784  -0.00664000  -0.00439658  -0.00737381
0.00420913  -0.00705745  -0.00498786  -0.00582697
0.00401448  -0.00692999  -0.00470090  -0.00782691
0.00413286  -0.00779477  -0.00464740  -0.00490556
0.00529768  -0.00746503  -0.00557120  -0.00832315
0.00522975  -0.00739349  -0.00326685  -0.01032387
0.00050818  -0.00551902  -0.00251676  -0.00661712
0.00428210  -0.00680835  -0.00623032  -0.00568253
0.00299184  -0.00673676  -0.00584712  -0.00503383
0.04451377  0.00517598  -0.01731458  -0.00967672
0.01107398  -0.05115366  0.00845283  0.02662381
0.00159090  -0.02813546  0.01245622  -0.00019798
0.01113450  -0.01504933  0.03873354  -0.04333892
-0.00068566  -0.00897472  0.00004507  -0.01003791
0.00607488  -0.00683071  -0.01913745  0.01258937
0.00369847  -0.00715425  -0.00531443  -0.00465588
0.00373614  -0.00627795  -0.00576060  -0.00621631
0.00313982  -0.00655008  -0.00667991  -0.00421248
0.00162738  -0.00652934  -0.00547588  -0.00512425
0.00264651  -0.00755838  -0.00621568  -0.00344471
0.00391356  -0.00663810  -0.00506579  -0.00604321
0.00330108  -0.00691485  -0.00440959  -0.00524408
0.00333592  -0.00727571  -0.00546453  -0.00510615
0.00390429  -0.00695596  -0.00472215  -0.00596245
0.00427456  -0.00734926  -0.00506747  -0.00549599
0.00308167  -0.00674381  -0.00561290  -0.00495744
0.00429596  -0.00750181  -0.00567279  -0.00559246
0.00211022  -0.00620733  -0.00326090  -0.00674315
0.00529358  -0.00755692  -0.00521087  -0.00840975
0.00290921  -0.00667328  -0.00464570  -0.00733001
0.00412204  -0.00734793  -0.00538914  -0.00595759
0.00373967  -0.00698118  -0.00510457  -0.00688421
0.00417985  -0.00733730  -0.00420794  -0.00688200
0.00267744  -0.00705432  -0.00582703  -0.00505060
0.00611117  -0.00855102  -0.00720792  -0.00628222
0.00267361  -0.00633756  -0.00527320  -0.00476180
0.00270877  -0.00661018  -0.00531917  -0.00491406
-0.00008003  -0.00734151  -0.00606180  -0.00554513
-0.08798808  -0.00568783  -0.00460910  -0.00375128
0.00331466  -0.00736093  -0.00616366  -0.00547361
-0.00043024  -0.00696030  -0.00699920  -0.00395676
0.00649558  -0.00633877  -0.00748256  -0.00334028
0.00614026  -0.00799991  -0.00659975  -0.00589578
0.00293097  -0.00914589  -0.00842749  -0.00657083
0.00264529  -0.00771549  -0.00606933  -0.00610671
0.00352032  -0.00739531  -0.00615997  -0.00241274
0.00406636  -0.01225957  -0.00667096  -0.00633907
0.00336756  -0.00666262  -0.00547896  -0.00623646
0.00303741  -0.01145167  -0.01018059  -0.01330850
0.00315155  -0.00412133  -0.00441193  0.00140249
0.00403700  -0.00632631  -0.00475450  -0.00419843
0.00300157  -0.00692151  -0.00518043  -0.00489362
0.00412971  -0.01505699  -0.00771073  -0.00891347
-0.01758331  -0.00592668  -0.00420522  -0.00415249
-0.00457170  -0.06950968  -0.06868808  -0.06705102
0.00333517  -0.00578051  -0.00319193  -0.00524440
0.00306310  -0.00679472  -0.00794927  -0.00464038
0.00344005  -0.00867505  -0.00673052  -0.00596609
0.00313751  -0.01531840  -0.01585554  -0.00869545
0.00391633  -0.00583888  -0.00438412  -0.00437963
0.00372548  -0.00620903  -0.00732915  -0.00268252
0.00459958  -0.00315990  0.00001000  -0.00490791
-0.00502523  -0.00514807  -0.00456584  -0.00255838
0.09402875  -0.01388744  -0.01262637  -0.01372813
0.00457687  -0.00591174  -0.00564277  -0.00319438
0.00322457  -0.00513408  -0.00477493  -0.00511569
0.00299390  -0.00856338  -0.00446377  -0.00319508
0.00767636  -0.00213688  -0.00480980  -0.00431405
0.00245155  -0.00745931  -0.01300805  0.00205494
0.00274779  -0.02321895  0.00542208  0.00003834
0.00085201  -0.05974896  0.03115050  0.01841209
0.00229705  -0.00041072  -0.01046380  -0.00870342
0.00098376  -0.01723120  -0.01134132  0.00517979
0.00543240  -0.01823908  -0.04170067  0.04405809
0.00244728  -0.01244283  -0.02506786  0.02297651
0.00373453  -0.00764350  -0.00572235  -0.00576887
-0.00110840  -0.00607168  -0.00550498  -0.00317436
0.00232264  -0.00700606  -0.00555589  -0.00491534
0.00115891  -0.00704388  -0.00580348  -0.00506750
0.00270196  -0.00708413  -0.00586018  -0.00513439
0.00292119  -0.00701318  -0.00578587  -0.00519509
0.00375093  -0.00707085  -0.00577265  -0.00512189
0.00208727  -0.00673247  -0.00535419  -0.00473344
0.00278875  -0.00707501  -0.00562244  -0.00516790
0.00360987  -0.00685020  -0.00560531  -0.00507928
0.00031501  -0.00822678  -0.00698937  -0.00636520
0.00073702  -0.00809101  -0.00683793  -0.00621995
